Column1,Column2,Column3
0.5892019268351602,0.26330577537721117,0.14749229778762865
0.3127888005409971,0.5408079052569268,0.14640329420207593
0.47558804565344825,0.3907205204485715,0.13369143389811824
0.6026748365850486,0.20591407586614846,0.191411087548803
0.5656959811951899,0.24502927922154868,0.18927473958326177
0.24236574035693373,0.6389363646840382,0.11869789495902804
0.6803638306167039,0.2480954070886896,0.07154076229460961
0.4652345589198699,0.40311115264569225,0.13165428843443805
0.24746523843679405,0.6434241069218287,0.10911065540596705
0.5471427483011889,0.3180157062298871,0.13484154546892418
0.10267214555614922,0.8592416814745872,0.03808617296926346
0.37980729134569013,0.4956546034275416,0.12453810522676817
0.5679668222236943,0.32929840427558404,0.10273477350072165
0.36977644438457935,0.5347800851422482,0.09544347047317243
0.2956286576439415,0.5811925039789736,0.12317883837708501
0.2949333025352062,0.5886582468392731,0.11640845062552083
0.5429797613027889,0.30193166119583487,0.15508857750137622
0.40711682251825876,0.4543019872205678,0.13858119026117338
0.49982030464210236,0.4209156154587033,0.07926407989919435
0.2825275984210089,0.6081911872468748,0.1092812143321163
0.0,0.9408079631010089,0.059192036898991066
0.35831149949490265,0.5452767415019522,0.09641175900314512
0.4766176692800969,0.35819691464104314,0.16518541607885995
0.19498032884039207,0.6361692007155865,0.1688504704440216
0.5908663952808482,0.343941849521063,0.0651917551980889
0.41482605859571003,0.4455759322525405,0.13959800915176315
0.4139072777314052,0.3995092890416995,0.1865834332268954
0.2940302778057516,0.5767194804227778,0.1292502417714722
0.544018257163644,0.34210477405153505,0.11387696878482083
0.38887492555397485,0.4776294654973193,0.13349560894870582
0.5041446515732833,0.2660727461222109,0.2297826023045059
0.6732895280653832,0.21810512899031193,0.10860534294430499
0.34311901247093696,0.5262465578050564,0.1306344297240067
0.4023598192773546,0.46929405562233933,0.12834612510030866
0.7034684229527439,0.1995831694046613,0.09694840764259478
0.1429117658445158,0.7744900538038965,0.08259818035158822
0.35534021196197524,0.5323734208967162,0.11228636714130882
0.15162226093452275,0.7056876108306331,0.1426901282348607
0.23781505186373614,0.644083637141249,0.11810131099501454
0.5387636924681077,0.33461244226673875,0.12662386526515357
0.30229225644497504,0.5519117840593436,0.14579595949568136
0.16558019633962348,0.7917752452823774,0.042644558377999096
0.2636723252561324,0.5957273117179277,0.14060036302594
0.4965108424958732,0.37189766875854685,0.13159148874557985
0.10406403975910795,0.7888494782633677,0.10708648197752442
0.24989881198140393,0.6287445171664839,0.12135667085211213
0.4603489047815281,0.5149216712701196,0.02472942394835231
0.34564569597236444,0.4712908999963633,0.18306340403127244
0.5738725758113264,0.297435071943446,0.12869235224522743
0.4065168032053489,0.46113193613709275,0.13235126065755845
0.38269805371603005,0.46084564965489416,0.15645629662907562
0.730398793417949,0.13516137627796904,0.1344398306104126
0.3157847300866255,0.6056101317924101,0.0786051381209645
0.45833051406787595,0.3998673838951058,0.14180210203701818
0.4808309057187989,0.3244259419778829,0.1947431523033182
0.2168515156490393,0.7054332007644473,0.0777152835956326
0.5191848780053308,0.32105762040896096,0.15975750158570953
0.28092077721961367,0.5278792629834239,0.1911999597969624
0.4594298431852071,0.3683598443245108,0.1722103124903708
0.5779022477612152,0.2975099114275666,0.12458784081121818
0.06970293333367794,0.8701839743222943,0.06011309234477813
0.5172066539224677,0.3805900971166548,0.10220324896087754
0.4759162533614206,0.4005884594183034,0.123495287220276
0.4338853034401779,0.46042741603772774,0.10568728052209576
0.3661541720981246,0.5268152156949957,0.10703061220687958
0.2859550741639352,0.6027858892352517,0.11125903660081324
0.10734648028525379,0.8124945256720957,0.08015899404280175
0.44903619698840336,0.3575709308547346,0.19339287215686216
0.40588394203188427,0.45209819178985,0.14201786617826584
0.5012120969145276,0.3535407213872556,0.14524718169821665
0.4331011800503759,0.49973635516554304,0.06716246478408112
0.29529925653740635,0.5649067242538958,0.13979401920869783
0.498922095102576,0.28951283465969135,0.21156507023773255
0.44196899190910827,0.36559924350282463,0.19243176458806704
0.41141891319344154,0.4616627619044448,0.12691832490211383
0.6518684191702215,0.2626907789450827,0.08544080188469598
0.7791515706196774,8.963478830698036e-17,0.22084842938032262
0.45815687031004715,0.3775396639377859,0.16430346575216695
0.385605597074915,0.4418924477231065,0.1725019552019786
0.6718486924326531,0.24970698329384391,0.07844432427350297
0.364739347292049,0.39963385573112503,0.23562679697682687
0.23210622971062517,0.6277115995389582,0.1401821707504167
0.15269350263569714,0.7583520686442748,0.08895442872012962
0.2198540798202182,0.6388326836444636,0.14131323653531816
0.41968870769358585,0.37635728351314274,0.20395400879335324
0.2524621867674879,0.7045704685467894,0.04296734468573006
0.5033764366086761,0.3333289126768939,0.16329465071442997
0.3911333482908444,0.4931964791692927,0.1156701725398629
0.6473305316685625,0.29796514613624236,0.05470432221005158
0.280998257645258,0.5831490017842985,0.13585274057044364
0.4076371541647813,0.4595313217036217,0.13283152413159713
0.33316186994715596,0.5392262210632729,0.1276119089896634
0.32141202075942754,0.643004610623119,0.03558336861745368
0.34300693627153794,0.533278134675938,0.12371492905252408
0.40847774185237423,0.44085899341350115,0.15066326473412486
0.3734369600504974,0.534859144487132,0.09170389546237043
0.3734217187249792,0.5089428898055801,0.1176353914694408
0.3216558953497566,0.5140726295349128,0.16427147511533063
0.5246261890988879,0.2992948021418221,0.17607900875929008
0.32256715363286426,0.5476323658275127,0.12980048053962304
0.42518876481157974,0.4279402849453354,0.1468709502430849
0.37707888375500004,0.4930260280524669,0.12989508819253331
0.6192021524606346,0.22032996154813303,0.1604678859912325
0.6789661698281457,0.2217283393064678,0.09930549087941362
0.5192274014660129,0.35094800109036506,0.12982459744362193
0.28353681814839665,0.555707964408801,0.16075521744280266
0.20480941172870312,0.7441358096484917,0.05105477862280517
0.5144813547379047,0.33985562600836794,0.14566301925373473
0.4337732896473277,0.360045003982752,0.2061817063699203
0.30589123382090866,0.5862254991595583,0.10788326701953618
0.4378453279010279,0.4251508293875807,0.13700384271139127
0.6013519908951716,0.316582624327674,0.08206538477715453
0.3730129459851169,0.5544129722349007,0.07257408177998231
0.27994155277137617,0.6742367608120555,0.04582168641656835
0.3491403147975993,0.4719623743446873,0.17889731085771318
0.1667220128276333,0.7957501789688067,0.03752780820356008
0.10725827202572237,0.7723117755031847,0.12042995247109294
0.4868787298130631,0.37412117591674654,0.1390000942701904
0.2978409817304607,0.6662285605919082,0.03593045767763117
0.28512393803499764,0.4962784064090406,0.21859765555596158
0.4009797385172537,0.4750293499849498,0.12399091149779667
0.24084219099577714,0.5641502538887228,0.19500755511550005
0.16163700148847596,0.7646273062584127,0.07373569225311127
0.4128672901044086,0.4771448455722115,0.10998786432337986
0.42567153062071883,0.45142949918722863,0.12289897019209413
0.22906474680182526,0.6236085632497191,0.14732669113477698
0.34403054322106175,0.5184970069662487,0.13747244981268955
0.3864018653819139,0.4422328729568078,0.17136526166127822
0.03241809858589562,0.8233466428564999,0.14423525855760447
0.3090534922765512,0.5613863740894961,0.1295601336339526
0.5236716124149638,0.3159062123876404,0.16042217519739563
0.35750266735506353,0.5810673873968129,0.061429945248123556
0.15472013162484763,0.7552685799185931,0.09001128845655926
0.44229975054312576,0.4842865675588333,0.07341368189804097
0.23371143348727733,0.6699964570859142,0.09629210942680846
0.4327366140926722,0.3199239109337531,0.24733947497357472
0.2953351473657147,0.6152949594117255,0.08936989322255987
0.46142117895116996,0.4372229741140314,0.10135584693479867
0.5118086832539798,0.3629788991153621,0.12521241763065818
0.34972037734714917,0.48553069489443157,0.16474892775841926
0.5219171460508765,0.35430400643948956,0.12377884750990842
0.20382961535551203,0.7280177709887523,0.0681526136557357
0.2480379007950311,0.6701062124761629,0.08185588672880605
0.44594412568894515,0.4618981733194014,0.09215770099165327
0.3381348276045281,0.5517797342571448,0.11008543813832719
0.3465341017095874,0.5662315653274511,0.08723433296296161
6.938893903907228e-18,0.9088180928537142,0.09118190714628588
0.4912429643290953,0.347046686815092,0.1617103488558128
0.15195148663675515,0.8036933220748156,0.044355191291877503
0.4306627155489614,0.42410655452483165,0.14523072992620759
0.565363162865887,0.20878870451809764,0.22584813261601544
0.37207956380926094,0.5339135546134597,0.09400688157727936
